企業名,法人番号,業種,都道府県,従業員数,設立年,補助金,代表者名,公式URL
愛媛トヨペット株式会社,1500001000807,自動車販売及び整備,愛媛県松山市空港通５丁目７番９号,240,1956,,横田知明,https://www.e-tp.jp/corporate/csr#u20220824093638
株式会社ウイン,1500001000617,システム開発・情報処理・派遣業,愛媛県松山市二番町３丁目６番地５,345,1997,,村上泰久,https://www.pro-win.co.jp/profile/actionplan_nextgeneration.html
中島硝子工業株式会社,1260001018295,機能ガラス製造販売,岡山県井原市木之子町５３０１番地の２,217,1965,,勇木健,http://www.ngci.co.jp
株式会社スズキ自販松山,1500001002274,自動車販売・修理　他,愛媛県松山市高岡町１８３番地３,177,1990,,川路英治,https://www.suzuki.co.jp/dealer/sj-matsuyama/
株式会社トヨタレンタリース西四国,1500001002943,自動車賃貸業,愛媛県松山市南吉田町２７５０番地１２,141,1970,,横田知明,http://www.r-ehm.co.jp/
ピコシステム株式会社,2260001005516,システム設計及びプログラム開発、コンピューター・コピー・ファクシミリ・ＯＡ機器販売および保守管理、パソコン教室、ドコモシ,岡山県岡山市南区西市９８番地の４,141,1996,,丹波真二,http://www.picosystem.co.jp/
株式会社レデイ薬局,1500001004428,,愛媛県松山市南江戸４丁目３番３７号,4000,1968,,三橋信也,
株式会社和光ビルサービス,1500001004626,ビルメンテナンス業,愛媛県松山市竹原町１丁目１０番地１６,171,1979,,武智健,
株式会社アグサス,1500001003735,OA機器の販売及びサポート&サービス,愛媛県松山市六軒家町２番３０号,170,1974,,高岡康伯,https://www.agusas.co.jp/
株式会社栗之浦ドック,1500001008296,船舶製造・修繕業,愛媛県八幡浜市栗野浦３６５番地,142,1950,,成瀬倉祥,https://kurinouradock.co.jp/
株式会社松宮,1500001003909,食品卸売業,愛媛県松山市問屋町６番２６号,57,1963,,橘丈太郎,http://kk-matsumiya.com/?page_id=13#spb-bookmark-1
ＢＥＭＡＣ株式会社,1500001011226,電気機械器具製造業,愛媛県今治市野間甲１０５番地,1224,1956,,小田雅人,http://www.bemac-jp.com
株式会社愛媛銀行,2500001000005,銀行業,愛媛県松山市勝山町２丁目１番地,1695,,,頭取西川義教,http://www.himegin.co.jp
井関農機株式会社,2500001000533,"当社はつぎの製品の製造および販売を主要な事業内容としております。
整地用機械 ・・・ トラクタ、耕うん機、乗用管理機、草",愛媛県松山市馬木町７００番地,560,,,冨安司郎,http://www.iseki.co.jp/
株式会社愛媛新聞社,2500001000764,日刊新聞発行、各種事業の開催,愛媛県松山市大手町１丁目１２番地１,251,1941,,加藤令史,http://www.ehime-np.co.jp/kaisha/
愛媛トヨタ自動車株式会社,2500001000806,販売業（車両・保険・情報端末機器等）車両整備等,愛媛県松山市宮田町１０９番地の１,216,1940,,横田知明,http://ehimetoyota.jp/
福泉株式会社,2500001003486,LPガス及び住宅機器販売,愛媛県松山市雄郡１丁目１番３２号,64,1975,,福泉秀人,
株式会社ビージョイ,2500001003387,食肉卸売業,愛媛県松山市枝松５丁目８番１２号,385,1961,,宮内圭三,http://www.bejoy.jp/
瀬戸内運輸株式会社,2500001011778,一般乗合・貸切旅客自動車運送事業,愛媛県今治市東門町１丁目２番地１,213,,,渡邉和秀,
四国ガス燃料株式会社,2500001011654,"（１）液化石油ガス、天然ガスの販売（卸、小売）
（２）簡易ガス事業
（３）液化石油ガス工業用プラント設計、施工
（４）ガ",愛媛県今治市中寺字樋掛２２６番地１,303,1959,,佐薙秀樹,http://www.shikoku-gasnen.co.jp/
株式会社大昌鉃工所,2500001014698,産業用機械の設計、製作、販売,愛媛県四国中央市川之江町９１０番地,124,1959,,福崎祥正,
九州警備保障株式会社,1330001001087,警備業,熊本県熊本市中央区帯山４丁目１８番１１号,432,1984,,西川尚希,
ツバメ工業株式会社,2500001014715,封筒製造,愛媛県四国中央市川之江町２４１５番地,105,1953,,石川喜平,http://www.8441.jp
株式会社リブドゥコーポレーション,2500001014723,大人用紙おむつ、メディカルディスポーザブル用品の製造、販売,愛媛県四国中央市金田町半田乙４５番地の２,1039,1965,,宇田知仁,http://www.livedo.jp
フクダ電子西部南販売株式会社,1330001004032,医療機器販売業,熊本県熊本市中央区帯山２丁目５－２７,110,1974,,石田勝利,
熊本綜合管理株式会社,1330001001442,総合ビルメンテナンス,熊本県熊本市東区石原１丁目１１番２４号,142,1972,,佐藤伸洋,
株式会社ありがとうサービス,2500001012603,"◆ブックオフやハードオフ等のリユース事業
◆ショコラトリーツムギやモスバーガー等のフードサービス事業
◆温浴・宿泊施設の",愛媛県今治市八町西３丁目６番３０号,1471,2000,,兼井本雅之,http://www.arigatou-s.com
株式会社くまもと健康支援研究所,1330001007381,健康保健指導、介護予防サービス、健康関連コンサルティング,熊本県熊本市東区御領６丁目８番２０号,260,2006,,松尾洋,http://www.kwsi.co.jp/company.html
木村電機株式会社,1330001011094,電設資材の卸売,熊本県上益城郡嘉島町大字上仲間２９４番地２０,117,1956,,木村真充,
株式会社旭製作所,1330001018362,,熊本県荒尾市高浜１９７８番地,440,1979,,池田靖之,
ヒノマル株式会社,1330001027512,農業関係製品の卸売り,熊本県熊本市中央区九品寺５丁目７番２９号,99,2020,,安武広信,
白鷺電気工業株式会社,1330001002440,建設業（電気工事業）,熊本県熊本市東区御領８丁目３番３８号,135,1958,,沼田幸広,https://www.shirasagidenki.co.jp/sdgs/work-style/diversity/
株式会社ＲＫＫＣＳ,2330001000063,,熊本県熊本市中央区九品寺１丁目５番１１号,686,1966,,金子篤,
株式会社九州開発エンジニヤリング,2330001001086,"建設コンサルタント
補償コンサルタント",熊本県熊本市東区錦ケ丘３３番１７号,105,1975,,原田卓,
株式会社エムロード,2330001004502,石油製品販売・中古車売買・鈑金塗装・保険・オートリース,熊本県熊本市中央区本山４丁目３番７号,195,1966,,三角雄介,
株式会社野田市電子,2330001003693,製造業,熊本県熊本市中央区世安２丁目１番１６号,243,1980,,野田和宏,https://www.nodaichi.co.jp
米善機工株式会社,2330001004873,機械器具・工具等専門商社,熊本県熊本市中央区十禅寺１丁目４番８０号,59,1962,,高橋不二夫,http://www.yonezen.co.jp
株式会社永野商店,2330001006960,,熊本県熊本市北区室園町１０番２２号,162,1979,,永野順也,
株式会社前田産業,2330001004304,"総合解体工事業
産業廃棄物収集運搬
産業廃棄物処分",熊本県熊本市南区野田３丁目１３番１号,214,1974,,前田一美,https://maedasangyo.co.jp
富田薬品株式会社,2330001003264,"薬業を通じて福祉社会興隆のために寄与することを目的として、薬品総合卸売業を営んでいます。
　常にお得意先の立場を尊重しつ",熊本県熊本市中央区九品寺６丁目２番３５号,1304,1948,,富田久雄,https://www.tomita-pharma.co.jp
株式会社マイスティア,2330001009286,"製造装置・精密機械の企画開発～製造販売
精密機械等のメンテナス・フィールドサービス
組込みIoTシステム及び周辺機器の企",熊本県合志市福原１番地３５,1750,1990,,工藤正也,https://www.meistier.co.jp/
株式会社オカムラ,2330001012686,廃棄物収集運搬業、ビルメンテナンス業,熊本県宇城市松橋町久具１９４８番地１,209,1986,,岡村健志,https://okamura-tmc.co.jp
株式会社日本ビル管理,2330001003529,ビルメンテナンス業,熊本県熊本市中央区桜町２番１７号,194,1973,,緒方倫功,http://www.nbkanri.co.jp/
株式会社ＡＲＩＡＫＥ,3330001000228,,熊本県熊本市南区幸田２丁目７番１号,110,1968,,藤本祐二,
クリーンペア九州株式会社,3330001001291,病院等施設清掃・空調関係清掃・ホームユース鳥害対策,熊本県熊本市東区小山町２２１７番地１,451,1998,,工藤一広,
株式会社ヒライ,2330001009088,,熊本県熊本市西区春日７丁目２６番７０号,1738,2009,,平井浩一郎,https://www.hirai-wa.com/
内村酸素株式会社,3330001000450,医療、造船、鉄構、自動車、食品、半導体関連等の卸売業,熊本県熊本市中央区本荘５丁目１３番１８号,117,1951,,今川敬志,https://www.uchimura-sanso.co.jp/
熊本ダイハツ販売株式会社,3330001001507,自動車販売及び整備その他,熊本県熊本市南区平田２丁目８番７０号,398,1968,,畑島幸博,https://kumamoto.dd.daihatsu.co.jp
ユナイテッドトヨタ熊本株式会社,3330001003271,自動車販売・修理,熊本県熊本市中央区十禅寺４丁目１番１号,470,1962,,西治三朗,https://www.united-toyotakumamoto.jp/
イワタニ南九州株式会社,3330001004550,"LPガス関連（プロパン・ガス器具・供給設備販売、設計・施工）
石油関連（石油類、石油機器）
生活関連（日用品・家電製品・",熊本県熊本市東区小山２丁目１６番５０号,147,1968,,當摩敦,http://www.mkm-marui.co.jp
株式会社ＳＹＳＫＥＮ,3330001003635,NTTインフラ構築事業、総合設備構築事業,熊本県熊本市中央区萩原町１４番４５号,696,1946,,福元秀典,https://www.sysken.co.jp/
株式会社ユーケイデンタル,3330001004773,歯科医療・歯科技工用機械、器具、器材、薬品の販売,熊本県熊本市南区流通団地１丁目６８番地,159,1982,,西島潤也,http://www.ukdental.co.jp/
株式会社鈴弥洋行,1380001005562,事務機器販売,福島県郡山市備前舘２丁目６番地,56,1979,,鈴木淳弥,
東邦福島株式会社,1380001009126,各種高圧ガス販売及び関連機器等の販売,福島県郡山市横塚３丁目１２番１６号,102,1969,,秋山利一,
株式会社エフコム,1380001004696,"【情報処理サービス業】
　アウトソーシング、クラウドサービス、システム開発、機器販売、機器保守、ヘルプディスク、他",福島県郡山市堤下町１３番８号,365,1980,,斎藤正弘,https://www.f-com.co.jp/
関場建設株式会社,1380001015636,土木工事、建築工事、住宅建築・リフォ－ム工事,福島県南相馬市原町区錦町１丁目１番地,133,1947,,関場直隆,https://www.sekiba.co.jp
株式会社タイセークリーン,1380001005678,"建物清掃業
産業廃棄物処理業
警備業",福島県郡山市安積町長久保３丁目１２番地１６,133,1987,,本田弘,http://taisee-clean.co.jp
ゼビオ株式会社,1380001025412,スポーツ用品・用具の販売。及び紳士・婦人・子供衣料の販売,福島県郡山市朝日３丁目７番３５号,3405,2015,,諸橋友良,
株式会社福島情報処理センター,1380001006486,"・自治体、医療、民間等システムソリューション
・システム開発、運用、アウトソーシング
・データセンター運営",福島県郡山市桑野３丁目１８番２４号,260,1965,,小暮憲一,https://fic.co.jp/
朝日機工株式会社,2120001155226,,福島県石川郡石川町大字中野字吹上５７番地,64,1944,,大塚浩二,
株式会社こんの,2380001000505,再生資源卸売業,福島県福島市陣場町２番２０号,102,1957,,紺野道昭,http://www.konno.gr.jp
福島日産自動車株式会社,2380001001511,"自動車販売（新車・中古車・フォークリフト）
自動車整備、自動車部品・用品販売",福島県福島市北町２番３２号,640,1938,,金子與志幸,http://ni-fukushima.nissan-dealer.jp
