企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
株式会社クラエー,3270001005002,,,,西村 博文,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3270001005002,人事部 ご採用ご担当者様,総合建設業、浄化槽保守点検及び清掃、下水道管路施設維持管理、下水道管路施設運転管理、廃棄物収集運搬処理,鳥取県倉吉市鴨川町３２番地１,90,,1968,2026-06-15T17:07:34.819Z
株式会社吉備総合電設,4270001000175,,,,山下 誉議,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4270001000175,人事部 ご採用ご担当者様,,鳥取県鳥取市田園町３丁目１０１番地,70,,1963,2026-06-15T17:07:34.864Z
株式会社エヌケーシー,4270001000563,,,,佐武 紀明,info@web-nkc.com,0.4,,,http://www.web-nkc.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4270001000563,人事部 ご採用ご担当者様,クレジット業、ホテル業、ゴルフ事業、カーリース事業、クリーン事業、不動産事業、介護事業,鳥取県鳥取市戎町４７１番地,159,,1965,2026-06-15T17:07:34.883Z
株式会社新日本海新聞社,5270001000307,,,,吉岡 徹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5270001000307,人事部 ご採用ご担当者様,日刊新聞の発行,鳥取県鳥取市富安２丁目１３７番地,258,,1975,2026-06-15T17:07:34.929Z
富士綜合警備保障株式会社,5270001000703,,,,谷口 道明,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5270001000703,人事部 ご採用ご担当者様,警備業,鳥取県鳥取市商栄町４０５番地１,298,,1995,2026-06-15T17:07:34.946Z
日ノ丸西濃運輸株式会社,5270001000653,,,,藤本 誠,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5270001000653,人事部 ご採用ご担当者様,当社は、路線業界最大手のセイノーホールデングス㈱グループの一員として、主に山陰地区を担当し、「輸送」「情報」「販売」の総,鳥取県鳥取市湖山町東３丁目４０番地,500,,1951,2026-06-15T17:07:34.949Z
シンワ技研コンサルタント株式会社,4270001003319,,,,井上 孝之,info@shinwa-giken.co.jp,0.4,,,https://www.shinwa-giken.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4270001003319,人事部 ご採用ご担当者様,建設コンサルタント業 測量業 地質調査業 補償コンサルタント業,鳥取県米子市道笑町４丁目１２番地２４,126,,1959,2026-06-15T17:07:34.951Z
株式会社永井電機工業所,4270001003450,,,,永井 善郎,info@nagaidenki.co.jp,0.4,,,http://www.nagaidenki.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4270001003450,人事部 ご採用ご担当者様,配電盤、制御盤等 電気機械器具製造・販売・保守,鳥取県米子市東福原１丁目２番２３号,65,,1963,2026-06-15T17:07:34.959Z
島根トヨペット株式会社,1280001000342,,,,勝部 道成,info@toyota.co.jp,0.4,,,http://www.toyota.co.jp/simanetoyopet/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1280001000342,人事部 ご採用ご担当者様,自動車販売（新車・中古車） 自動車の買取り 自動車点検・整備 自動車用品・部品販売 保険代理業（損害・生命保険） 情報通,島根県松江市西津田３丁目２番７号,140,,1957,2026-06-15T17:07:34.967Z
西谷技術コンサルタント株式会社,4270001005091,,,,山本 賢一郎,info@nishi-tc.co.jp,0.4,,,https://www.nishi-tc.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4270001005091,人事部 ご採用ご担当者様,測量、建設コンサルタント、地質調査、 補償コンサルタント、地籍調査,鳥取県倉吉市八屋３５４番地１,118,,1962,2026-06-15T17:07:34.968Z
株式会社さんびる,1280001000276,,,,田中 正彦,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1280001000276,人事部 ご採用ご担当者様,,島根県松江市乃白町薬師前３番地３,1100,,1977,2026-06-15T17:07:34.969Z
山陰クボタ水道用材株式会社,1280001000235,,,,杉谷 雅祥,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1280001000235,人事部 ご採用ご担当者様,総合工事業、建設資材販売業,島根県松江市平成町１８２番地１５,257,,1949,2026-06-15T17:07:34.989Z
株式会社カタセイ,4270001004267,,,,片岡 敏一,info@katasei.jp,0.4,,,http://www.katasei.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4270001004267,人事部 ご採用ご担当者様,精肉卸・小売販売業、飲食事業,鳥取県境港市竹内団地２６９番地,100,,1984,2026-06-15T17:07:34.991Z
松江土建株式会社,1280001000697,,,,平塚 智朗,info@matsue-doken.co.jp,0.4,,,https://www.matsue-doken.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1280001000697,人事部 ご採用ご担当者様,総合建設業,島根県松江市学園南２丁目３番５号,183,,1944,2026-06-15T17:07:35.016Z
株式会社古川コンサルタント,1280001003386,,,,古川 篤,info@furukawact.co.jp,0.4,,,https://www.furukawact.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1280001003386,人事部 ご採用ご担当者様,測量業、建設コンサルタント業、補償コンサルタント業、地質調査 業、一級建築士事務所,島根県出雲市塩冶町１６１２番地１,68,,1967,2026-06-15T17:07:35.023Z
株式会社ミック,2280001000754,,,,宮脇 和秀,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2280001000754,人事部 ご採用ご担当者様,,島根県松江市学園南２丁目１０番１４号,118,,1984,2026-06-15T17:07:35.058Z
株式会社マツケイ,2280001000738,,,,名原 厚,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2280001000738,人事部 ご採用ご担当者様,,島根県松江市乃木福富町７３５番地２１１,121,,1970,2026-06-15T17:07:35.061Z
株式会社島根情報処理センター,2280001003187,,,,遠藤 嘉右衛門,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2280001003187,人事部 ご採用ご担当者様,,島根県出雲市今市町３２１番地３,89,,1972,2026-06-15T17:07:35.075Z
アースサポート株式会社,2280001002263,,,,尾崎 俊也,info@earth-support.jp,0.4,,,https://www.earth-support.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2280001002263,人事部 ご採用ご担当者様,総合リサイクル、環境コンサルタント廃棄物収集運搬処理を含む環境管理型企業,島根県松江市八幡町８８２番地２,154,,1963,2026-06-15T17:07:35.080Z
山陰ヤクルト販売株式会社,2280001003195,,,,山本 祥二,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2280001003195,人事部 ご採用ご担当者様,乳酸菌飲料、ジュース清涼飲料水、化粧品等卸小売業,島根県出雲市斐川町荘原３９４６番地,110,,1966,2026-06-15T17:07:35.082Z
山陰パナソニック株式会社,2280001003179,,,,渡部 幸太郎,info@sanin-panasonic.jp,0.4,,,http://www.sanin-panasonic.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2280001003179,人事部 ご採用ご担当者様,パナソニック製品の卸売販売、施工管理、修理 ドコモショップ運営,島根県出雲市渡橋町４１６番地,412,,1958,2026-06-15T17:07:35.086Z
一畑工業株式会社,2280001000069,,,,高井 由起夫,info@kougyou.ichibata.co.jp,0.4,,,https://kougyou.ichibata.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2280001000069,人事部 ご採用ご担当者様,総合建設業,島根県松江市千鳥町２４番地,78,,1966,2026-06-15T17:07:35.093Z
株式会社山陰管財,3270001003658,,,,田中 富士夫,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3270001003658,人事部 ご採用ご担当者様,総合ビル管理・警備、美装工事、指定管理業務,島根県松江市東朝日町２４４番地１,50,,1982,2026-06-15T17:07:35.119Z
東警株式会社,2280001007915,,,,平尾 政勝,,0,,,https://positive-ryouritsu.mhlw.go.jp/positivedb/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=2280001007915,人事部 ご採用ご担当者様,,島根県松江市黒田町４６９番地６,195,,2019,2026-06-15T17:07:35.131Z
北陽ビル管理株式会社,3280001000662,,,,幡 宏明,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3280001000662,人事部 ご採用ご担当者様,,島根県松江市片原町６２番地１,372,,1969,2026-06-15T17:07:35.132Z
サンベ電気株式会社,3280001000308,,,,安達 亨,info@sanbe-denki.co.jp,0.4,,,http://www.sanbe-denki.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3280001000308,人事部 ご採用ご担当者様,電気工事業・管工事業・電気通信工事業・水道施設工事業・消防施設工事業,島根県松江市西津田１０丁目１３番３６号,57,,1971,2026-06-15T17:07:35.139Z
三菱マヒンドラ農機株式会社,3280001000877,,,,齋藤 徹,info@mam.co.jp,0.4,,,http://www.mam.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3280001000877,人事部 ご採用ご担当者様,農業用機械の開発設計・販売,島根県松江市東出雲町揖屋６６７番地１,243,,1945,2026-06-15T17:07:35.153Z
カナツ技建工業株式会社,3280001000150,,,,金津 式彦,info@kanatsu.co.jp,0.4,,,https://www.kanatsu.co.jp/company/social.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3280001000150,人事部 ご採用ご担当者様,総合建設業・総合水処理事業,島根県松江市春日町６３６番地,276,,1954,2026-06-15T17:07:35.162Z
株式会社バイタルリード,3280001003731,,,,森山 昌幸,info@vitallead.co.jp,0.4,,,https://www.vitallead.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3280001003731,人事部 ご採用ご担当者様,建設コンサルタント業、情報システム業、旅行業,島根県出雲市荻杼町２７４番地２,51,,1998,2026-06-15T17:07:35.166Z
イワタニ山陰株式会社,3280001003913,,,,桑原 剛,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3280001003913,人事部 ご採用ご担当者様,LPガス供給・灯油・管工事・水道工事・電気工事・リフォーム工事・機器販売・富士の湧水販売他,島根県大田市長久町長久ロ２３５番地２,195,,1965,2026-06-15T17:07:35.171Z
株式会社ＴＡＭＡＹＡ,3280001008202,,,,持田 寿人,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=3280001008202,人事部 ご採用ご担当者様,,島根県松江市平成町１８２番地７,50,,2020,2026-06-15T17:07:35.179Z
株式会社ジェットシステム,4280001000356,,,,木村 和弘,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4280001000356,人事部 ご採用ご担当者様,,島根県松江市平成町１８２番地７,563,,1988,2026-06-15T17:07:35.195Z
大和森林株式会社,4280001000785,,,,井上 政吾,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4280001000785,人事部 ご採用ご担当者様,１．育林事業 ２．林産事業 ３．特産事業 ４．森林土木事業,島根県松江市東朝日町８７番地６,98,,1965,2026-06-15T17:07:35.198Z
株式会社日産サティオ島根,4280001002476,,,,櫻井 誠己,,0,,,https://ns-shimane.nissan-dealer.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4280001002476,人事部 ご採用ご担当者様,自動車販売および整備,島根県松江市西津田２丁目７番２５号,130,,2006,2026-06-15T17:07:35.226Z
まるなか建設株式会社,4280001000744,,,,大筒 晃一,info@maru-naka.co.jp,0.4,,,http://www.maru-naka.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4280001000744,人事部 ご採用ご担当者様,建設業,島根県松江市玉湯町布志名７６７番地５２,98,,1975,2026-06-15T17:07:35.233Z
今岡工業株式会社,4280001003061,,,,今岡 幹晴,info@imaokakogyo.com,0.4,,,http://www.imaokakogyo.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4280001003061,人事部 ご採用ご担当者様,土木、建築計画設計施工請負、監理,島根県出雲市塩冶神前２丁目８番１６号,87,,1950,2026-06-15T17:07:35.234Z
浅尾繊維工業株式会社,4280001003037,,,,浅尾 大介,info@asaoseni.net,0.4,,,https://asaoseni.net/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4280001003037,人事部 ご採用ご担当者様,寝具製造卸,島根県出雲市常松町３９３番地１,137,,1947,2026-06-15T17:07:35.236Z
株式会社ワールド測量設計,4280001003466,,,,和田 晶夫,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4280001003466,人事部 ご採用ご担当者様,サービス業,島根県出雲市斐川町直江４６０６番地１,87,,1972,2026-06-15T17:07:35.240Z
株式会社中筋組,4280001003292,,,,中筋 豊通,info@nakasuji.co.jp,0.4,,,https://www.nakasuji.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=4280001003292,人事部 ご採用ご担当者様,総合建設業,島根県出雲市姫原町２６２番地,122,,1954,2026-06-15T17:07:35.245Z
株式会社今井書店,5270001003994,,,,舟木 徹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5270001003994,人事部 ご採用ご担当者様,,島根県松江市殿町６３番地,490,,1999,2026-06-15T17:07:35.267Z
島根日野自動車株式会社,5280001000347,,,,黒川 正紀,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5280001000347,人事部 ご採用ご担当者様,自動車販売・修理,島根県松江市東出雲町出雲郷８８１番地,155,,1959,2026-06-15T17:07:35.272Z
株式会社クリーンアシスト,1250001001541,,,,中村 宣之,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1250001001541,人事部 ご採用ご担当者様,清掃業 ビルメンテナンス業,山口県山口市湯田温泉２丁目５番１８号,112,,1994,2026-06-15T17:07:35.291Z
株式会社アルファクス・フード・システム,1250001002936,,,,藤井 由実子,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1250001002936,人事部 ご採用ご担当者様,,山口県宇部市西本町２丁目１４番３０号,76,,,2026-06-15T17:07:35.301Z
島根電工株式会社,5280001000339,,,,野津 廣一,info@sdgr.co.jp,0.4,,,http://www.sdgr.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5280001000339,人事部 ご採用ご担当者様,電気・管・電気通信工事の設計施工,島根県松江市東本町５丁目６３番地,423,,1956,2026-06-15T17:07:35.312Z
王子ゴム化成株式会社,1250001001896,,,,宮森 康行,info@ohji-rubber.co.jp,0.4,,,https://ohji-rubber.co.jp/company/action/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1250001001896,人事部 ご採用ご担当者様,ゴム樹脂製品製造及び販売,山口県防府市勝間２丁目１番６号,216,,1957,2026-06-15T17:07:35.313Z
北陽警備保障株式会社,5280001000660,,,,松本 泰由,info@hokuyo-keibi.co.jp,0.4,,,http://www.hokuyo-keibi.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=5280001000660,人事部 ご採用ご担当者様,機械警備、施設、輸送等警備業務,島根県松江市袖師町９番３５号,155,,1973,2026-06-15T17:07:35.317Z
日立建設株式会社,1250001003538,,,,上村 隆晃,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1250001003538,人事部 ご採用ご担当者様,,山口県宇部市大字善和５９１－３,120,,1948,2026-06-15T17:07:35.341Z
株式会社ダイヤス食品,1250001004073,,,,楠野 隆行,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1250001004073,人事部 ご採用ご担当者様,,山口県宇部市西平原３丁目３番３６号,191,,1981,2026-06-15T17:07:35.347Z
ＵＢＥマシナリー株式会社,1250001003050,,,,宮内 浩典,info@ubemachinery.co.jp,0.4,,,http://www.ubemachinery.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1250001003050,人事部 ご採用ご担当者様,ダイカストマシン、射出成形機、押出プレス、粉砕機、窯業機器、運搬機、除塵装置、橋梁、水門、鋼構造物、その他産業用機械の製,山口県宇部市大字小串字沖ノ山１９８０番地,1158,,1983,2026-06-15T17:07:35.349Z
富士商株式会社,1250001003892,,,,藤田 敏彦,info@fujisho.ne.jp,0.4,,,http://www.fujisho.ne.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1250001003892,人事部 ご採用ご担当者様,石油製品の卸・小売業,山口県山陽小野田市稲荷町１０番２３号,128,,1952,2026-06-15T17:07:35.365Z
旭洋造船株式会社,1250001005344,,,,越智 勝彦,info@kyokuyoshipyard.com,0.4,,,http://www.kyokuyoshipyard.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1250001005344,人事部 ご採用ご担当者様,造船業,山口県下関市長府港町８番７号,154,,1942,2026-06-15T17:07:35.367Z
株式会社ホップ,1250001007092,,,,井本 和哉,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1250001007092,人事部 ご採用ご担当者様,交通運送業,山口県下関市大字有冨４番地の７,134,,2003,2026-06-15T17:07:35.375Z
サマンサジャパン株式会社,1250001008859,,,,野坂 泰行,info@samansa.co.jp,0.4,,,http://www.samansa.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1250001008859,人事部 ご採用ご担当者様,業務請負 ビルメンテナンス業務 設備管理、工事業務 警備業務,山口県周南市河東町２番３６号,2513,,1962,2026-06-15T17:07:35.390Z
