企業名,法人番号,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,Tier,取得元媒体,根拠URL,架電呼称,業種,都道府県,従業員数,補助金,設立年,取得日
株式会社ＲＤサポート,1010001078018,,,,大澤裕樹,info@rdsupport.co.jp,0.4,,,https://www.rdsupport.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001078018,人事部 ご採用ご担当者様,■労働者派遣事業 ■有料職業紹介事業 ■シェアリング事業,東京都中央区銀座６丁目２番１号,250,,1998,2026-06-14T13:56:03.642Z
株式会社アイ・ラーニング,1010001081896,,,,杉山真理子,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001081896,人事部 ご採用ご担当者様,,東京都中央区日本橋箱崎町４番３号,66,,1990,2026-06-14T13:56:03.644Z
フロンティアコンストラクション＆パートナーズ株式会社,1010001083026,,,,松村力,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001083026,人事部 ご採用ご担当者様,建設コンサルティング,東京都港区東新橋１丁目５番２号,1160,,2001,2026-06-14T13:56:03.649Z
レオス・キャピタルワークス株式会社,1010001082655,,,,藤野英人,info@rheos.jp,0.4,,,https://www.rheos.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001082655,人事部 ご採用ご担当者様,投資運用業 投資助言・代理業 第二種金融商品取引業,東京都千代田区丸の内１丁目１１番１号,126,,,2026-06-14T13:56:03.658Z
株式会社ライトワークス,1010001084197,,,,江口夏郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001084197,人事部 ご採用ご担当者様,,東京都千代田区麹町５丁目３番３号,150,,1995,2026-06-14T13:56:03.658Z
株式会社トレードワークス,1010001085245,,,,齋藤正勝,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001085245,人事部 ご採用ご担当者様,,東京都港区赤坂５丁目２番２０号,154,,1999,2026-06-14T13:56:03.658Z
ランスタッド株式会社,1010001084148,,,,猿谷哲,info@randstad.co.jp,0.4,,,https://www.randstad.co.jp/sdgs/diversity.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1010001084148,人事部 ご採用ご担当者様,総合人材サービス（人材派遣、人材紹介、アウトソーシング、再就職支援）,東京都千代田区紀尾井町４番１号,2986,,1980,2026-06-14T13:56:03.659Z
東洋炭素株式会社,1120001050238,,,,兼兼近藤尚孝,info@toyotanso.co.jp,0.4,,,http://www.toyotanso.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001050238,人事部 ご採用ご担当者様,1. 等方性黒鉛その他特殊炭素製品および一般カーボン製品の製造、販売および関連する加工事業 2. 炭素とセラミックス、金,大阪府大阪市西淀川区竹島５丁目７番１２号,961,,1947,2026-06-14T13:56:03.680Z
日新興業株式会社,1120001057571,,,,千種成一郎,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001057571,人事部 ご採用ご担当者様,,大阪府大阪市淀川区三国本町１丁目１２番３０号,177,,1945,2026-06-14T13:56:03.686Z
株式会社公文教育研究会,1120001054949,,,,田中三教,info@kumon.ne.jp,0.4,,,https://www.kumon.ne.jp/job/culture/environment.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001054949,人事部 ご採用ご担当者様,公文式教室・公文式学習法の普及,大阪府大阪市淀川区西中島５丁目６番６号,1983,,1981,2026-06-14T13:56:03.686Z
スミセイ情報システム株式会社,1120001056193,,,,松本誠,info@slcs.co.jp,0.4,,,https://www.slcs.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001056193,人事部 ご採用ご担当者様,システムコンサルティング システム開発、運用管理 ＳＩ事業 ＥＲＰ事業 ネットワーク設計、運用 アウトソーシング セキュ,大阪府大阪市淀川区宮原４丁目１番１４号,1567,,1971,2026-06-14T13:56:03.699Z
日本インターシステムズ株式会社,1120001059320,,,,高橋徹,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001059320,人事部 ご採用ご担当者様,(1)ＳＩ事業 業務改革提案＆開発・受託 (2)ＦＥ事業 フィールドエンジニアリング (3)パッケージ事業 医療機,大阪府大阪市北区曾根崎新地１丁目４番１２号,145,,1980,2026-06-14T13:56:03.702Z
エイチ・ツー・オーリテイリング株式会社,1120001059683,,,,荒木直也,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001059683,人事部 ご採用ご担当者様,,大阪府大阪市北区角田町８番７号,24,,,2026-06-14T13:56:03.710Z
株式会社アイビックス関西,1120001059857,,,,中村幸広,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001059857,人事部 ご採用ご担当者様,ビルメンテナンス業,大阪府大阪市西区京町堀１丁目４番１６号,277,,1977,2026-06-14T13:56:03.712Z
積水化学工業株式会社,1120001059650,,,,清水郁輔,,0,,,http://www.sekisui.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001059650,人事部 ご採用ご担当者様,樹脂加工製品の製造、販売,大阪府大阪市北区西天満２丁目４番４号,4062,,1947,2026-06-14T13:56:03.718Z
西日本旅客鉄道株式会社,1120001059675,,,,長谷川一明,info@westjr.co.jp,0.4,,,https://www.westjr.co.jp/company/action/training/diversity/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001059675,人事部 ご採用ご担当者様,１．旅客鉄道事業 ２．関連事業（不動産賃貸業等） ３．その他（病院等）,大阪府大阪市北区芝田２丁目４番２４号,30234,,1987,2026-06-14T13:56:03.721Z
朝日建物管理株式会社,1120001060014,,,,吉岡成人,info@asahitatemonokanri.co.jp,0.4,,,https://www.asahitatemonokanri.co.jp/company/wap.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001060014,人事部 ご採用ご担当者様,総合ビルメンテナンス業,大阪府大阪市北区中之島２丁目３番１８号,1167,,1957,2026-06-14T13:56:03.729Z
株式会社パソナジョイナス,1120001062472,,,,柚木憲一,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001062472,人事部 ご採用ご担当者様,,大阪府大阪市北区梅田３丁目３番１０号,600,,1998,2026-06-14T13:56:03.733Z
積水ハウス不動産株式会社,1120001062571,,,,大高一朗,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001062571,人事部 ご採用ご担当者様,不動産の売買・仲介,大阪府大阪市北区大淀中１丁目１番３０号,1214,,1977,2026-06-14T13:56:03.740Z
株式会社きんでん,1120001063033,,,,上坂隆勇,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001063033,人事部 ご採用ご担当者様,設備工事業,大阪府大阪市北区本庄東２丁目３番４１号,7692,,1944,2026-06-14T13:56:03.745Z
大成機工株式会社,1120001066556,,,,中村稔,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001066556,人事部 ご採用ご担当者様,,大阪府大阪市北区梅田１丁目１番３－２７００号,390,,1948,2026-06-14T13:56:03.754Z
東洋紡エンジニアリング株式会社,1120001067827,,,,廣岡宗生,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001067827,人事部 ご採用ご担当者様,建物の設計・工事監理・施工。 プラント・環境エンジニアリングの設計・施工。 医用・環境機器の設計・製造販売。 情報・機器,大阪府大阪市北区堂島２丁目１番１６号,251,,1969,2026-06-14T13:56:03.759Z
株式会社ジェイエスエス,1120001064799,,,,藤木孝夫,info@jss-group.co.jp,0.4,,,https://www.jss-group.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001064799,人事部 ご採用ご担当者様,スイミングスクール、フィットネスクラブ等の運営・管理,大阪府大阪市西区土佐堀１丁目４番１１号,476,,,2026-06-14T13:56:03.761Z
阪神千代田株式会社,1120001069253,,,,渡邊倫人,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001069253,人事部 ご採用ご担当者様,総合建物管理（清掃、設備管理、警備）,大阪府大阪市北区曾根崎新地２丁目６番１２号,242,,1976,2026-06-14T13:56:03.766Z
株式会社ＣＹＬＬＥＮＧＥ,1120001070120,,,,津島裕,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001070120,人事部 ご採用ご担当者様,,大阪府大阪市北区梅田３丁目３番１０号梅田ダイビル１２階,79,,1980,2026-06-14T13:56:03.777Z
株式会社魚国総本社,1120001074930,,,,田所伸浩,info@uokuni-s.co.jp,0.4,,,http://www.uokuni-s.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001074930,人事部 ご採用ご担当者様,集団給食業 寮、研修所、保養所などの食堂運営および管理 食品の製造、加工および販売 厨房機器の販売および修理 衣料品、化,大阪府大阪市中央区道修町１丁目６番１９号,17683,,1953,2026-06-14T13:56:03.794Z
小泉産業株式会社,1120001077413,,,,矢本博康,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001077413,人事部 ご採用ご担当者様,,大阪府大阪市中央区備後町３丁目３番１１号,61,,,2026-06-14T13:56:03.800Z
井澤金属株式会社,1120001077347,,,,井澤秀行,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001077347,人事部 ご採用ご担当者様,,大阪府大阪市中央区南船場１丁目１３番１０号,280,,1937,2026-06-14T13:56:03.801Z
株式会社関西アーバン銀行（閉鎖）,1120001076365,,,,兼頭取橋本和正,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001076365,人事部 ご採用ご担当者様,,大阪府大阪市中央区西心斎橋１丁目２番４号,2536,,,2026-06-14T13:56:03.807Z
株式会社イムラ,1120001074740,,,,井村優,info@imura.co.jp,0.4,,,http://www.imura.co.jp/index.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001074740,人事部 ご採用ご担当者様,1.封筒・袋などの紙製品、文具等の製造・販売 2.不織布・フィルム等を素材とする封筒、袋類等の製造、販売 3.印刷物やダ,大阪府大阪市中央区難波５丁目１番６０号,802,,1950,2026-06-14T13:56:03.807Z
株式会社リロエクセル,1120001075375,,,,大黒誉典,,0,,,http://www.rpei.co.jp/index.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001075375,人事部 ご採用ご担当者様,グローバル人事サポート グローバル研修 海外赴任者サポート グローバル事業サポート 国際協力事業,大阪府大阪市中央区今橋３丁目１番７号,60,,1990,2026-06-14T13:56:03.820Z
株式会社リヒトラブ,1120001077594,,,,田中宏和,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001077594,人事部 ご採用ご担当者様,,大阪府大阪市中央区農人橋１丁目１番２２号,297,,,2026-06-14T13:56:03.823Z
キンセイマテック株式会社,1120001078320,,,,高橋哲彦,info@kinseimatec.co.jp,0.4,,,http://www.kinseimatec.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001078320,人事部 ご採用ご担当者様,工業用素材原料の製造販売,大阪府大阪市中央区平野町２丁目３番７号,137,,1951,2026-06-14T13:56:03.839Z
株式会社コノエ,1120001079491,,,,河野裕,info@konoe.co.jp,0.4,,,https://www.konoe.co.jp,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001079491,人事部 ご採用ご担当者様,ねじ全般と測量用品と関連機器の卸,大阪府大阪市中央区上汐２丁目６番１０号,162,,1962,2026-06-14T13:56:03.849Z
株式会社コーユービジネス,1120001079599,,,,森内康之,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001079599,人事部 ご採用ご担当者様,ビジネスフォーム印刷 企画製造販売,大阪府大阪市中央区南本町１丁目６番２０号,397,,1961,2026-06-14T13:56:03.855Z
シキボウリネン株式会社,1120001080945,,,,南方理宏,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001080945,人事部 ご採用ご担当者様,,大阪府大阪市中央区備後町３丁目２番６号,300,,1959,2026-06-14T13:56:03.855Z
株式会社出版文化社,1120001081431,,,,木戸清隆,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001081431,人事部 ご採用ご担当者様,,大阪府大阪市淀川区西中島５丁目１３番９号,147,,1986,2026-06-14T13:56:03.857Z
イオンディライト株式会社,1120001081381,,,,兼グループ濵田和成,info@aeondelight.co.jp,0.4,,,https://www.aeondelight.co.jp/csr/social/d_and_i/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001081381,人事部 ご採用ご担当者様,ファシリティマネジメント事業,大阪府大阪市中央区南船場２丁目３番２号,5112,,1973,2026-06-14T13:56:03.871Z
清和肥料工業株式会社,1120001082578,,,,三宅誠二,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001082578,人事部 ご採用ご担当者様,,大阪府大阪市中央区備後町４丁目３番４号,177,,1950,2026-06-14T13:56:03.875Z
株式会社サイネックス,1120001079723,,,,村田吉優,info@scinex.co.jp,0.4,,,http://www.scinex.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001079723,人事部 ご採用ご担当者様,広告業、出版業、印刷業、情報関連事業,大阪府大阪市天王寺区上本町５丁目３番１５号,691,,,2026-06-14T13:56:03.875Z
株式会社タクミナ,1120001083948,,,,山田圭祐,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001083948,人事部 ご採用ご担当者様,,大阪府大阪市中央区淡路町２丁目２番１４号,320,,,2026-06-14T13:56:03.876Z
東邦レオ株式会社,1120001085408,,,,吉川稔,info@toho-leo.co.jp,0.4,,,http://www.toho-leo.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001085408,人事部 ご採用ご担当者様,建築・緑化資材の販売及び施工,大阪府大阪市中央区上町１丁目１番２８号,350,,1965,2026-06-14T13:56:03.889Z
株式会社パルグループホールディングス,1120001087503,,,,兼児島宏文,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001087503,人事部 ご採用ご担当者様,,大阪府大阪市中央区道修町３丁目６番１号,59,,,2026-06-14T13:56:03.897Z
株式会社バルニバービ,1120001087528,,,,佐藤裕久,,,,,,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001087528,人事部 ご採用ご担当者様,,大阪府大阪市西区南堀江１丁目１４番２６号,85,,,2026-06-14T13:56:03.898Z
株式会社チクマ,1120001084293,,,,堀松渉,info@chikuma.co.jp,0.4,,,http://www.chikuma.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001084293,人事部 ご採用ご担当者様,繊維製品の卸売業,大阪府大阪市中央区淡路町３丁目３番１０号,227,,1916,2026-06-14T13:56:03.905Z
株式会社日阪製作所,1120001087750,,,,宇佐美俊哉,info@hisaka.co.jp,0.4,,,https://www.hisaka.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001087750,人事部 ご採用ご担当者様,産業機械製造販売,大阪府大阪市北区曾根崎２丁目１２番７号,653,,,2026-06-14T13:56:03.911Z
株式会社翻訳センター,1120001089458,,,,二宮俊一郎,,0,,,http://www.honyakuctr.com/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001089458,人事部 ご採用ご担当者様,翻訳サービス,大阪府大阪市中央区久太郎町４丁目１番３号,521,,1986,2026-06-14T13:56:03.928Z
パーソルエクセルＨＲパートナーズ株式会社,1120001089788,,,,伊藤卓郎,,0,,,https://persol-hrpartners.co.jp/,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001089788,人事部 ご採用ご担当者様,人材サービス,大阪府大阪市北区堂島浜１丁目１番２７号,15991,,1989,2026-06-14T13:56:03.931Z
株式会社マンダム,1120001090234,,,,兼西村健,info@mandom.co.jp,0.4,,,http://www.mandom.co.jp/index.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001090234,人事部 ご採用ご担当者様,化粧品・香水の製造および販売 医薬部外品の製造および販売,大阪府大阪市中央区十二軒町５番１２号,762,,,2026-06-14T13:56:03.937Z
ミズノスポーツサービス株式会社,1120001090341,,,,薬師寺洋彰,info@mizuno-sports-service.co.jp,0.4,,,http://www.mizuno-sports-service.co.jp/company.html,C,gBizINFO,https://info.gbiz.go.jp/hojin/ichiran?hojinBango=1120001090341,人事部 ご採用ご担当者様,施設運営管理事業（受託施設、指定管理施設、直営施設等各種施設）、各種スポーツ教室事業、健康関連商品・運動プログラム開発販,大阪府大阪市中央区北浜４丁目１番２３号,2073,,1989,2026-06-14T13:56:03.937Z
