企業名,法人番号,品質スコア,優先度,属性ランク,intent★,新卒フラグ,系統,取得元媒体,起点系統,起点ソース,ソース数,トリガー,採用担当者名,役職,部署,代表者名,メール,メール確度,担当者確度,電話番号,公式URL,業種,都道府県,従業員数,設立年,補助金,ICP適合,採用インテント,データ品質,タイミング,インテント根拠,スコア根拠,取得日,掲載媒体,掲載媒体数,採用予定人数,採用ページ有無,採用ページURL,新卒言及,職種,外部採用媒体,根拠,プレスリリース,採用ページ更新,インテント,辞退シグナル
大阪製鐵株式会社,1120001028390,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,谷潤一,,,,,http://www.osaka-seitetu.co.jp/,鉄スクラップを原料とした鉄鋼製品の生産・販売,大阪府大阪市中央区道修町３丁目６番１号,585,,,42,46,25,70,実シグナル,ICP:規模585=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.osaka-seitetu.co.jp/recruit,○,営業/総合職/企画/介護,job.mynavi.jp,top-anchor,,,,
レンゴー株式会社,1120001036880,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,兼ＣＯＯ川本洋祐,,,,,https://www.rengo.co.jp/sustainability/social/humanresources/workplace/worklifebalance/index.html,板紙、段ボール・段ボール箱、軟包装製品等の製造・販売,大阪府大阪市福島区大開４丁目１番１８６号,4711,,,42,46,25,70,実シグナル,ICP:規模4711=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.rengo.co.jp/recruit/top/,○,営業/デザイナー/マーケティング,,top-anchor,,,,
日邦産業株式会社,1120901007832,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,岩佐恭知,,,,,http://www.nip.co.jp,"・メーカー機能を持ち合わせた商社で、主に産業資材/半導体部品/自動車部品/住宅設備部品等を販売。
・海外拠点は東南アジア",愛知県名古屋市中区錦１丁目１０番１号,319,,,42,46,25,70,実シグナル,ICP:規模319=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.nip.co.jp/recruit/fresh,○,営業/企画,,top-anchor,,,,
株式会社アオキスーパー,1180001029202,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,青木俊道,,,,,https://aokisuper.co.jp/news/,"食料品小売業
スーパーマーケットチェーン",愛知県名古屋市中村区鳥居西通１丁目１番地,3775,,,42,46,25,70,実シグナル,ICP:規模3775=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://aokisuper.co.jp/recruit,○,,,top-anchor,,,,
株式会社アルファ,1020001005862,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,塚野哲幸,,,,,http://kk-alpha.com/,創業以来、我々の生活で欠かす事のできない“カギ（キー＆ロック）”を中心としたセキュリティ商品を、自動車・住宅・産業機器・,神奈川県横浜市金沢区福浦１丁目６番８号,460,,,42,46,25,70,実シグナル,ICP:規模460=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.kk-alpha.com/cp/recruit/career.html,○,営業/介護,,top-anchor,,,,
横浜冷凍株式会社,1020001030638,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,古瀬健児,,,,,http://www.yokorei.co.jp/,"・冷蔵倉庫業並びに普通倉庫業
・水産品の加工、販売並びに輸出入
・農畜産物の加工、販売並びに輸出入
・通関業
・貨物利用",神奈川県横浜市鶴見区大黒町５番３５号,1359,,,42,46,25,70,実シグナル,ICP:規模1359=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.yokorei.co.jp/recruit/,○,エンジニア/総合職/販売,,top-anchor,,,,
イリソ電子工業株式会社,1020001053696,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,鈴木仁,,,,,http://www.iriso.co.jp/,コネクタの開発、製造及び販売,神奈川県横浜市港北区新横浜２丁目１３番地８,642,,,42,46,25,70,実シグナル,ICP:規模642=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.irisoele.com/jp/recruit/newgrads/,○,営業/販売,,top-anchor,,,,
株式会社じょうてつ,1430001007925,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,原田寛,,,,,http://www.jotetsu.co.jp,"一般乗合旅客自動車運送業
一般貸切旅客自動車運送業
不動産業
物品販売業",北海道札幌市白石区東札幌一条１丁目１番８号,397,,,42,46,25,70,実シグナル,ICP:規模397=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.jotetsu.co.jp/recruit/entry/career.html,○,営業/総合職/事務/企画/介護,,top-anchor,,,,
株式会社トーホー,1140001002071,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,奥野邦治,,,,,http://www.to-ho.co.jp,"㈱トーホー
・各事業会社の経営管理
・業務用食品の仕入・調達・開発、業務用コーヒーの製造
㈱トーホーフードサービス／㈱ト",兵庫県神戸市東灘区向洋町西５丁目９番,4024,,,42,46,25,70,実シグナル,ICP:規模4024=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.to-ho.co.jp/recruit.html,○,,,top-anchor,,,,
シライ電子工業株式会社,1130001001041,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,五藤学,,,,,https://www.shiraidenshi.co.jp/,プリント配線板並びにプリント配線板外観検査機の設計・製造・販売,京都府京都市南区久世東土川町３６４番地１,387,,,42,46,25,70,実シグナル,ICP:規模387=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.shiraidenshi.co.jp/homepage/recruit/index.html,○,介護,,top-anchor,,,,
株式会社京進,1130001017021,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,立木康之,,,,,https://group.kyoshin.co.jp/,【私たちは、全従業員の物心両面の豊かさを追求するとともに、日本と世界の教育・文化の向上、社会の進歩と善良化に貢献します】,京都府京都市下京区烏丸通五条下る大坂町３８２番地１,732,,,42,46,25,70,実シグナル,ICP:規模732=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://group.kyoshin.co.jp/recruit/,○,介護,kyoshin.co.jp/instagram.com/kla.ac,top-anchor,,,,
株式会社島忠,1030001004269,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,岡野恭明,,,,,http://www.shimachu.co.jp/,"家具・インテリア雑貨（カーテン・カーペット・インテリア小物ほか）の小売業
ホームセンター商品（日用品・園芸・ペット・木材",埼玉県さいたま市中央区上落合８丁目３番３２号,5405,,,42,46,25,70,実シグナル,ICP:規模5405=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.shimachu.co.jp/corporate/recruit/,○,販売,,top-anchor,,,,
ユー・エム・シー・エレクトロニクス株式会社,1030001044117,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,大年浩太,,,,,http://www.umc.co.jp/,EMS(Electronics Manufacturing Service)企業として車載機器・ＯＡ機器から産業機器まで,埼玉県上尾市大字瓦葺７２１番地,580,,,42,46,25,70,実シグナル,ICP:規模580=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.umc.co.jp/modules/contents/recruit.html,○,販売,,top-anchor,,,,
株式会社ジェイエスエス,1120001064799,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,藤木孝夫,,,,,https://www.jss-group.co.jp/,スイミングスクール、フィットネスクラブ等の運営・管理,大阪府大阪市西区土佐堀１丁目４番１１号,476,,,42,46,25,70,実シグナル,ICP:規模476=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.jss-group.co.jp/recruit,○,,,top-anchor,,,,
株式会社サイネックス,1120001079723,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,村田吉優,,,,,http://www.scinex.co.jp/,広告業、出版業、印刷業、情報関連事業,大阪府大阪市天王寺区上本町５丁目３番１５号,691,,,42,46,25,70,実シグナル,ICP:規模691=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.scinex.co.jp/recruitment/new-graduate/,○,,,top-anchor,,,,
株式会社日阪製作所,1120001087750,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,宇佐美俊哉,,,,,https://www.hisaka.co.jp/,産業機械製造販売,大阪府大阪市北区曾根崎２丁目１２番７号,653,,,42,46,25,70,実シグナル,ICP:規模653=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.hisaka.co.jp/recruiting/career.html,○,エンジニア/営業/介護/看護,,top-anchor,,,,
株式会社マンダム,1120001090234,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,兼西村健,,,,,http://www.mandom.co.jp/index.html,"化粧品・香水の製造および販売 
医薬部外品の製造および販売",大阪府大阪市中央区十二軒町５番１２号,762,,,42,46,25,70,実シグナル,ICP:規模762=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.mandom.co.jp/careers/new.html,○,デザイナー,,top-anchor,,,,
ダイナパック株式会社,1180001037535,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,齊藤光次,,,,,https://www.dynapac-gr.co.jp/csr/employees/index.html#LINK-C,段ボール、印刷紙器、軟包装材および紙製緩衝材などの包装資材の製造、販売,愛知県名古屋市中区錦３丁目１４番１５号,882,,,42,46,25,70,実シグナル,ICP:規模882=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.dynapac-gr.co.jp/careers/,○,営業/事務,,top-anchor,,,,
東建コーポレーション株式会社,1180001054828,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,兼左右田善猛,,,,,http://www.token.co.jp/,賃貸マンション、アパート、ワンイヤー（家具家電付一年賃貸）、貸店舗等の企画、設計、施工監理ならびに仲介、管理、経営代行業,愛知県名古屋市中区丸の内２丁目１番３３号,5445,,,42,46,25,70,実シグナル,ICP:規模5445=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.token.co.jp/recruit/,○,営業/施工管理/販売/コンサル,,top-anchor,,,,
オークマ株式会社,1180001081319,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,家城淳,,,,,http://www.okuma.co.jp/,工作機械の製造・販売,愛知県丹羽郡大口町下小口５丁目２５番地の１,2304,,,42,46,25,70,実シグナル,ICP:規模2304=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.okuma.co.jp/support/contact/recruit.php,○,営業,okuma-saiyou.jp,top-anchor,,,,
株式会社今仙電機製作所,1180001080700,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,長谷川健一,,,,,http://www.imasen.co.jp/index.html,自動車部品およびその他の輸送用機械器具部品の製造販売,愛知県犬山市字柿畑１番地,1669,,,42,46,25,70,実シグナル,ICP:規模1669=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.imasen.co.jp/recruit/boshu/recruit_boshu/,○,総合職,,top-anchor,,,,
ＴＯＴＯ株式会社,1290801002603,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,田村信也,,,,,https://jp.toto.com/,建築用設備機器の製造・販売,福岡県北九州市小倉北区中島２丁目１番１号,9463,,,42,46,25,70,実シグナル,ICP:規模9463=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://jp.toto.com/career/,○,営業/総合職/技術職/企画,,top-anchor,,,,
株式会社ハイレックスコーポレーション,1140001081875,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,寺浦太郎,,,,,http://www.hi-lex.co.jp/,"①コントロール・システムの製造並びに販売 
②コントロール・システムの製造設備の設計、製造並びに販売 
③自動車、船舶、",兵庫県宝塚市栄町１丁目１２番２８号,904,,,42,46,25,70,実シグナル,ICP:規模904=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,http://www.hi-lex.co.jp/recruit/index.html,○,営業/総合職/事務/介護,,top-anchor,,,,
日東精工株式会社,2130001041813,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,荒賀誠,,,,,https://www.nittoseiko.co.jp/,金属製品製造業,京都府綾部市井倉町梅ケ畑２０番地,519,,,42,46,25,70,実シグナル,ICP:規模519=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.nittoseiko.co.jp/recruit.html,○,,,top-anchor,,,,
株式会社ツツミ,2030001021115,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,互智司,,,,,https://www.tsutsumi.co.jp,宝飾品・貴金属製品の製造・卸売・小売業,埼玉県蕨市中央４丁目２４番２６号,878,,,42,46,25,70,実シグナル,ICP:規模878=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.tsutsumi.co.jp/recruit/,○,販売,,top-anchor,,,,
株式会社千葉銀行,2040001000019,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,頭取米本努,,,,,https://www.chibabank.co.jp/,普通銀行業,千葉県千葉市中央区千葉港１番２号,4366,,,42,46,25,70,実シグナル,ICP:規模4366=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.chibabank.co.jp/recruit,○,,,top-anchor,,,,
新日本建設株式会社,2040001003186,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,髙見克司,,,,,https://www.shinnihon-c.co.jp,総合建設業、不動産開発事業,千葉県千葉市美浜区ひび野１丁目４番３,587,,,42,46,25,70,実シグナル,ICP:規模587=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.shinnihon-c.co.jp/recruit/career.php,○,営業/企画/施工管理/販売,ex-ms.com,top-anchor,,,,
株式会社一家ダイニングプロジェクト,2040001027978,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,武長太郎,,,,,https://ikkadining.co.jp/company/,飲食事業、ブライダル事業,千葉県市川市東大和田２丁目４番１０号,1875,,,42,46,25,70,実シグナル,ICP:規模1875=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://recruit.ikka-holdings.co.jp/recruit/,○,総合職/企画/マーケティング/コンサル,,common-path,,,,
第一三共株式会社,1010001095640,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,奥澤宏幸,,,,,http://www.daiichisankyo.co.jp/,医療用医薬品の研究開発、製造、販売等,東京都中央区日本橋本町３丁目５番１号,8525,,,42,46,25,70,実シグナル,ICP:規模8525=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.daiichisankyo.co.jp/recruit/,○,介護,kifu-shinsei.jp,top-anchor,,,,
富士ソフト株式会社,2010001246985,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,室岡光浩,,,,,http://www.fsi.co.jp/index.html,"業務システム開発・組み込み系ソフト開発
・アウトソーシング・プロダクト＆サービス他",神奈川県横浜市中区桜木町１丁目１番地,10158,2024,,42,46,25,70,実シグナル,ICP:規模10158=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.fsi.co.jp/recruit/,○,営業,,top-anchor,,,,
株式会社メイテックグループホールディングス,1180001027412,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,上村正人,,,,,http://www.meitec.co.jp/,エンジニアリングソリューション事業,神奈川県厚木市森の里青山１５番１号,8345,,,42,46,25,70,実シグナル,ICP:規模8345=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.meitec.co.jp/recruit/index.html,○,エンジニア,recruit.meitec.co.jp,top-anchor,,,,
株式会社ユーシン,1010401030214,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,岡部哉慧,,,,,http://www.u-shin-ltd.com/,電気機械器具製造業,長野県北佐久郡御代田町大字御代田４１０６番地７３,850,,,42,46,25,70,実シグナル,ICP:規模850=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.u-shin-ltd.com/recruit/tabid/245/Default.aspx,○,営業,minebeamitsumi.com,top-anchor,,,,
日精樹脂工業株式会社,1100001011530,44,後回し,C,1,○,B,媒体掲載(実取得)+gBizINFO,B,媒体掲載(実取得),2,,,,,依田穂積,,,,,https://www.nisseijushi.co.jp/sustainability/society/,射出成形機・金型・成形自動システム・計測機器等の開発、製造、販売,長野県埴科郡坂城町大字南条２１１０番地,535,,,42,46,25,70,実シグナル,ICP:規模535=ICP外 / INT:intent★1 / INT:新卒フラグ確定,2026-06-14,,0,,○,https://www.nisseijushi.co.jp/recruit/,○,営業/技術職/企画/介護/看護,,top-anchor,,,,
