企業名,採用担当者名,代表者名,架電宛名,役職,公式URL,業種,都道府県,電話番号,上場,設立,取得元,根拠URL
中外鉱業株式会社,,西元丈夫,西元丈夫 様,,http://www.chugaikogyo.co.jp,鉱業,東京都,03-3201-1541,東証スタンダード,1932,PR TIMES,https://prtimes.jp/main/html/rd/p/000000806.000059072.html
17LIVE株式会社,,ジャン,ジャン 様,,https://jp.17.live/,情報通信,東京都,,,2017,PR TIMES,https://prtimes.jp/main/html/rd/p/000000897.000030133.html
株式会社阪急阪神百貨店,,山口俊比古,山口俊比古 様,,https://www.hankyu-dept.co.jp/,商業（卸売業、小売業）,大阪府,06-6361-1381,東証1部資本金-,,PR TIMES,https://prtimes.jp/main/html/rd/p/000003113.000014431.html
株式会社VOISING,,ないこ,ないこ 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000129.000115076.html
eBay Japan合同会社,,名グジャヒョン,名グジャヒョン 様,,http://www.qoo10.jp/,サービス業,東京都,03-6736-5997,未上場,2005,PR TIMES,https://prtimes.jp/main/html/rd/p/000000969.000022933.html
西日本旅客鉄道株式会社,,倉坂昇治,倉坂昇治 様,,https://www.westjr.co.jp/,倉庫・運輸関連業,東京都,,東証1部資本金2,1987,PR TIMES,https://prtimes.jp/main/html/rd/p/000002093.000095753.html
合同会社ニタドリ,,似鳥陽子,似鳥陽子 様,,https://nitadori.info/,サービス業,、千葉県,,未上場,2025,PR TIMES,https://prtimes.jp/main/html/rd/p/000000006.000162443.html
WILLER株式会社,,宿谷勝士,宿谷勝士 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000436.000027749.html
株式会社秀建コーポレーション,,小林賢一郎,小林賢一郎 様,,https://dag.thebase.in/,商業（卸売業、小売業）,東京都,03-5809-2946,未上場,2001,PR TIMES,https://prtimes.jp/main/html/rd/p/000000026.000164640.html
株式会社セブン‐イレブン・ジャパン,,阿久津知洋,阿久津知洋 様,,https://www.sej.co.jp/index.html,商業（卸売業、小売業）,東京都,,東証プライム資本,1973,PR TIMES,https://prtimes.jp/main/html/rd/p/000000991.000155396.html
キリンホールディングス株式会社,,南方健志,南方健志 様,,https://www.kirinholdings.co.jp/,製造業,東京都,03-6837-7000,東証1部資本金1,1907,PR TIMES,https://prtimes.jp/main/html/rd/p/000001546.000073077.html
株式会社FoundingBase,,山本賢司,山本賢司 様,,http://foundingbase.jp/,情報通信,【大分県,050-5482-3333,未上場,2014,PR TIMES,https://prtimes.jp/main/html/rd/p/000000178.000057912.html
株式会社ビヨンクール,,荒井雄志,荒井雄志 様,,https://beyondcool.net/,商業（卸売業、小売業）,東京都,06-6786-8135,未上場,2000,PR TIMES,https://prtimes.jp/main/html/rd/p/000000213.000119496.html
アイティアクセス株式会社,,高橋,高橋 様,,https://www.itaccess.co.jp/,情報通信,神奈川県,,未上場,2000,PR TIMES,https://prtimes.jp/main/html/rd/p/000000009.000050497.html
T&G　Global Limited,,名藤,名藤 様,,,水産・農林業,北海道,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000018.000046137.html
株式会社Ｂｆｕｌｌ,,前田直人,前田直人 様,,http://be-full.jp/,製造業,地愛知県,0586-64-5342,未上場,2010,PR TIMES,https://prtimes.jp/main/html/rd/p/000000638.000019615.html
株式会社ＴＯブックス,,本田武市,本田武市 様,,https://www.tobooks.jp/,情報通信,東京都,,東証スタンダード,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000136.000174060.html
株式会社左右社,,小柳学,小柳学 様,,http://sayusha.com,製造業,東京都,03-3486-6583,未上場,2005,PR TIMES,https://prtimes.jp/main/html/rd/p/000000115.000052594.html
株式会社Brave group,,野口,野口 様,,https://bravegroup.co.jp/,情報通信,東京都,,未上場,2017,PR TIMES,https://prtimes.jp/main/html/rd/p/000000661.000044525.html
株式会社バンダイナムコエンターテインメント,,宇田川南欧,宇田川南欧 様,,https://www.bandainamcoent.co.jp/,製造業,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000002211.000051316.html
マリオット・インターナショナル,,アンソニ,アンソニ 様,,https://www.marriott.co.jp/,サービス業,。沖縄県,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000002709.000011305.html
株式会社東横イン,,黒田麻衣子,黒田麻衣子 様,,http://www.toyoko-inn.com,飲食店・宿泊業,都道府県,03-5703-1045,未上場,1986,PR TIMES,https://prtimes.jp/main/html/rd/p/000000098.000009718.html
明海グループ株式会社,,内田貴也,内田貴也 様,,https://www.meiji-group.com/,倉庫・運輸関連業,北海道,03-5725-1686,東証スタンダード,1911,PR TIMES,https://prtimes.jp/main/html/rd/p/000000245.000165726.html
合同会社 Cradle emeri,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000002.000186171.html
Fintertech株式会社,,相原,相原 様,,https://fintertech.jp/,金融・保険業,東京都,,未上場,2018,PR TIMES,https://prtimes.jp/main/html/rd/p/000000340.000056375.html
株式会社フルークフォレスト,,赤坂智親,赤坂智親 様,,https://flukeforest.jp/,商業（卸売業、小売業）,（埼玉県,048-871-9747,未上場,2022,PR TIMES,https://prtimes.jp/main/html/rd/p/000000099.000114048.html
株式会社さとふる,,,,,,,E長野県,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000001328.000025119.html
一般社団法人笑顔プラス子供支援協会,,加藤ミサ,加藤ミサ 様,,,医療・福祉,東京都,,未上場,2022,PR TIMES,https://prtimes.jp/main/html/rd/p/000000016.000121268.html
トモヱ乳業株式会社,,中田,中田 様,,https://www.tomoemilk.jp,製造業, 茨城県,0280-32-1111,未上場,1956,PR TIMES,https://prtimes.jp/main/html/rd/p/000000013.000118069.html
一般社団法人チャーミングケア,,,,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000022.000055867.html
株式会社イプロス,,佐藤,佐藤 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000177.000001332.html
共同技研化学株式会社,,濱野尚吉,濱野尚吉 様,,https://automotive-interiors-expo.com/,製造業,：埼玉県,04-2944-5151,未上場,1979,PR TIMES,https://prtimes.jp/main/html/rd/p/000000009.000052840.html
株式会社アトム,,青井茂,青井茂 様,,https://a-tom.jp/,不動産業,東京都,03-5210-8855,未上場,1959,PR TIMES,https://prtimes.jp/main/html/rd/p/000000024.000088023.html
株式会社ジーン,,林田洋明,林田洋明 様,,https://jeane.jp,サービス業,東京都,03-6380-6165,未上場,2016,PR TIMES,https://prtimes.jp/main/html/rd/p/000000620.000074187.html
RX Japan合同会社,,田中岳志,田中岳志 様,,,サービス業,東京都,03-6739-4101,未上場,1989,PR TIMES,https://prtimes.jp/main/html/rd/p/000002103.000026157.html
株式会社アスマーク,,町田,町田 様,,,,,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000657.000018991.html
株式会社船井総研サプライチェーンコンサルティング,,橋本,橋本 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000001285.000059144.html
株式会社NEXER,堀川 優基,森本俊明,堀川 優基 様,採用責任者,https://www.nexer.co.jp/,サービス業, 富山県,03-6890-4757,未上場,2012,PR TIMES,https://prtimes.jp/main/html/rd/p/000002932.000044800.html
株式会社ニューステクノロジー,,三浦純揮,三浦純揮 様,,https://newstech.co.jp/,サービス業,東京都,03-5544-8775,未上場,2014,PR TIMES,https://prtimes.jp/main/html/rd/p/000000304.000041209.html
株式会社ライトワークス,,江口夏郎,江口夏郎 様,,https://www.lightworks.co.jp/,情報通信,東京都,,未上場,2001,PR TIMES,https://prtimes.jp/main/html/rd/p/000000186.000055281.html
パナソニック デジタル株式会社,,阿部裕,阿部裕 様,,https://service.digital.panasonic.co.jp,情報通信,大阪府,06-6906-2801,未上場,1999,PR TIMES,https://prtimes.jp/main/html/rd/p/000000048.000177871.html
株式会社ウブン,,森岡健太郎,森岡健太郎 様,,https://www.ubun.co.jp/,サービス業,東京都,,未上場,2018,PR TIMES,https://prtimes.jp/main/html/rd/p/000000078.000080038.html
マジセミ株式会社,,寺田雄一,寺田雄一 様,,https://majisemi.com/service/,情報通信,東京都,03-6721-8548,未上場,2018,PR TIMES,https://prtimes.jp/main/html/rd/p/000005369.000054842.html
アセットマネジメントOne株式会社,,杉原規之,杉原規之 様,,https://www.am-one.co.jp/,金融・保険業,東京都,03-6774-5000,未上場,2016,PR TIMES,https://prtimes.jp/main/html/rd/p/000000110.000138924.html
株式会社AppBrew,神田悠衣,松田崇,神田悠衣 様,,http://appbrew.io,情報通信,東京都,03-3868-3329,未上場,2016,PR TIMES,https://prtimes.jp/main/html/rd/p/000000301.000018721.html
株式会社ネオキャリア,,,,,http://www.neo-career.co.jp/,サービス業,東京都,,未上場,2000,PR TIMES,https://prtimes.jp/main/html/rd/p/000000484.000011666.html
株式会社カヤック,区分,柳澤大輔,区分 様,採用,http://www.kayac.com/,情報通信,神奈川県,0467-61-3399,東証グロース資本,2005,PR TIMES,https://prtimes.jp/main/html/rd/p/000000953.000014685.html
アットホーム株式会社,,鶴森康史,鶴森康史 様,,https://athome-inc.jp/,情報通信,北海道,,未上場,1967,PR TIMES,https://prtimes.jp/main/html/rd/p/000000737.000051123.html
大東建託株式会社,,竹内啓,竹内啓 様,,https://www.kentaku.co.jp/,不動産業,東京都,03-6718-9174,東証プライム資本,1974,PR TIMES,https://prtimes.jp/main/html/rd/p/000001566.000035668.html
スパイラルローキャス株式会社,,中島秀典,中島秀典 様,,https://spiral-locas.co.jp/,情報通信,：愛知県,052-485-7870,未上場,2007,PR TIMES,https://prtimes.jp/main/html/rd/p/000000043.000009560.html
株式会社トランザクション・メディア・ネットワークス,,大高,大高 様,,https://www.tm-nets.com/,情報通信,東京都,03-3517-3800,東証グロース資本,2008,PR TIMES,https://prtimes.jp/main/html/rd/p/000000093.000064450.html
イオン株式会社,,吉田昭夫,吉田昭夫 様,,http://www.aeon.info/,商業（卸売業、小売業）,、島根県,043-212-6000,東証プライム資本,1926,PR TIMES,https://prtimes.jp/main/html/rd/p/000005941.000007505.html
株式会社ノアールジャパン,,西田英樹,西田英樹 様,,https://noirgarcon.com,商業（卸売業、小売業）,東京都,,未上場,2009,PR TIMES,https://prtimes.jp/main/html/rd/p/000000005.000183991.html
東海旅客鉄道株式会社,,丹羽俊介,丹羽俊介 様,,https://jr-central.co.jp/,サービス業,東京都,,東証プライム資本,1987,PR TIMES,https://prtimes.jp/main/html/rd/p/000000070.000160429.html
株式会社エム・ピー・ソリューション,,佐藤栄治,佐藤栄治 様,,http://mp-solution.com,情報通信,東京都,03-6229-3680,未上場,2006,PR TIMES,https://prtimes.jp/main/html/rd/p/000000062.000030773.html
株式会社ユビレジ,,青木,青木 様,,https://ubiregi.jp/,情報通信,東京都,0120-691-750,未上場,2009,PR TIMES,https://prtimes.jp/main/html/rd/p/000000113.000017577.html
フォルシア株式会社,,屋代,屋代 様,,http://www.forcia.com/,情報通信,東京都,03-6457-4265,東証グロース資本,2001,PR TIMES,https://prtimes.jp/main/html/rd/p/000000143.000002005.html
日本ゼオン株式会社,,豊嶋哲也,豊嶋哲也 様,,https://www.zeon.co.jp/,製造業,東京都,03-3216-1772,東証プライム資本,1950,PR TIMES,https://prtimes.jp/main/html/rd/p/000000116.000103820.html
株式会社高山実業,,趙雅娟,趙雅娟 様,,https://takayama-ind.com/,商業（卸売業、小売業）,報福岡県,050-5469-1887,未上場,2024,PR TIMES,https://prtimes.jp/main/html/rd/p/000000003.000183106.html
ナッシュ株式会社,,田中,田中 様,,https://nosh.jp/,サービス業,大阪府,050-3101-6850,未上場,2016,PR TIMES,https://prtimes.jp/main/html/rd/p/000000857.000054946.html
ぴあ株式会社,,矢内廣,矢内廣 様,,http://corporate.pia.jp/,サービス業,東京都,03-5772-5200,東証1部資本金5,1974,PR TIMES,https://prtimes.jp/main/html/rd/p/000004215.000011710.html
テモナ株式会社,,大平,大平 様,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000078.000049360.html
GRASグループ株式会社,,辻村直也,辻村直也 様,,https://gras-group.co.jp/,情報通信,東京都,03-5432-9906,未上場,2005,PR TIMES,https://prtimes.jp/main/html/rd/p/000000024.000022962.html
株式会社オトバンク,,久保田裕也,久保田裕也 様,,https://www.otobank.co.jp/,情報通信,東京都,03-5805-2915,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000619.000034798.html
アイドック株式会社,,成井,成井 様,,http://bookend.keyring.net/,情報通信,東京都,03-5577-2208,未上場,1999,PR TIMES,https://prtimes.jp/main/html/rd/p/000000046.000068851.html
株式会社フジタコーポレーション,,遠藤,遠藤 様,,https://www.fujitacorp.co.jp/main/,商業（卸売業、小売業）,北海道,0144-34-1111,東証スタンダード,1978,PR TIMES,https://prtimes.jp/main/html/rd/p/000000023.000176672.html
売れるネット広告社グループ株式会社,,,,,https://group.ureru.co.jp,サービス業,：福岡県,092-834-5520,東証グロース資本,2010,PR TIMES,https://prtimes.jp/main/html/rd/p/000000452.000073846.html
株式会社LeaguE,,武智翔太郎,武智翔太郎 様,,https://league-jp.com,商業（卸売業、小売業）,東京都,050-5050-2391,未上場,2020,PR TIMES,https://prtimes.jp/main/html/rd/p/000000417.000059927.html
株式会社スナックミー,,服部慎太郎,服部慎太郎 様,,https://snaq.me/,サービス業,東京都,,未上場,2015,PR TIMES,https://prtimes.jp/main/html/rd/p/000000393.000031067.html
株式会社wevnal,,磯山,磯山 様,,http://wevnal.co.jp,情報通信,東京都,03-5449-6477,未上場,2011,PR TIMES,https://prtimes.jp/main/html/rd/p/000000199.000015648.html
モデラート株式会社,,市原明日香,市原明日香 様,,https://moderato-inc.jp/,商業（卸売業、小売業）,東京都,,未上場,2014,PR TIMES,https://prtimes.jp/main/html/rd/p/000000103.000015631.html
orosy株式会社,,野口,野口 様,,,,大阪府,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000066.000035683.html
株式会社花琥,,箱田智正,箱田智正 様,,,商業（卸売業、小売業）,東京都,03-5579-8222,未上場,1969,PR TIMES,https://prtimes.jp/main/html/rd/p/000000003.000184719.html
ウィブル証券株式会社,,小島和,小島和 様,,https://www.webull.co.jp/,金融・保険業,東京都,0120-560-736,未上場,1948,PR TIMES,https://prtimes.jp/main/html/rd/p/000000071.000131836.html
株式会社テイラーワークス,,,,,,,東京都,,,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000088.000059156.html
株式会社JPX総研,,二木聡,二木聡 様,,https://www.jpx.co.jp/,金融・保険業,東京都,03-3666-1361,未上場,2021,PR TIMES,https://prtimes.jp/main/html/rd/p/000000055.000137648.html
abc株式会社,,,,,https://analytics.comcom.app,金融・保険業,東京都,03-6432-9140,東証スタンダード,2002,PR TIMES,https://prtimes.jp/main/html/rd/p/000000121.000153230.html
Airwallex Japan株式会社,,名劉月婷,名劉月婷 様,,https://www.airwallex.com/jp,金融・保険業,東京都,,未上場,,PR TIMES,https://prtimes.jp/main/html/rd/p/000000009.000162027.html
株式会社ネットスターズ,,名李剛,名李剛 様,,http://www.netstars.co.jp/,情報通信,東京都,03-6260-3788,東証グロース資本,2009,PR TIMES,https://prtimes.jp/main/html/rd/p/000000183.000019526.html
株式会社ファミワン,,石川,石川 様,,https://famione.co.jp/,情報通信,東京都,080-2243-6995,未上場,2015,PR TIMES,https://prtimes.jp/main/html/rd/p/000000813.000014333.html
日本調剤株式会社,,小城和紀,小城和紀 様,,https://www.nicho.co.jp,商業（卸売業、小売業）,東京都,03-6810-0826,未上場,1980,PR TIMES,https://prtimes.jp/main/html/rd/p/000000428.000013551.html
株式会社WithMidwife,,岸畑,岸畑 様,,https://withmidwife.jp/,医療・福祉,大阪府,070-8400-4723,未上場,2019,PR TIMES,https://prtimes.jp/main/html/rd/p/000000118.000057629.html
株式会社CROSS SYNC,,田中正視,田中正視 様,,https://cross-sync.co.jp/,医療・福祉,(埼玉県,,未上場,2019,PR TIMES,https://prtimes.jp/main/html/rd/p/000000027.000075703.html
株式会社Fast Fitness Japan,,井上,井上 様,,https://fastfitnessjapan.jp/,サービス業,（福岡県,03-6279-0231,未上場,2010,PR TIMES,https://prtimes.jp/main/html/rd/p/000000356.000134689.html
