企業名,電話,メール,業種,従業員数レンジ,採用人数,リード状況,経路温度,セグメント,提案プラン,類似スコア,成約見込み,経路lift,業種lift,規模lift,採用lift,確信軸数,なぜ類似
サンリット工業株式会社,0238-88-9221,,自動車・自動車部品,300～500人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,9,9.5%,0.42x,0.61x,1.41x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[自動車・自動車部品]0.61x｜規模[300-500名]1.41x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込9.5%
キヤノンセミコンダクターエクィップメント株式会社,029-889-4150,cse_saiyo@mail.canon,半導体・電子・電気機器,300～500人未満,21～25名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,9,8.6%,0.42x,0.56x,1.41x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[半導体・電子・電気機器]0.56x｜規模[300-500名]1.41x｜新卒採用[21-30名]1.53x｜ミニマム/ミドル｜成約見込8.6%
いすゞ自動車九州株式会社,092-641-7711,hiroki_taguchi@notes.kyusyu.isuzu.co.jp,商社（自動車関連・輸送用機器）,1千～2千人未満,6～10名,89：リサイクル,コールド媒体一括,有効(上限),スタンダード提案,9,8.6%,0.42x,0.60x,1.30x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[商社（自動車関連・輸送用機器）]0.60x｜規模[1000-2000名]1.30x｜新卒採用[6-10名]1.55x｜スタンダード提案｜成約見込8.6%
コナン販売株式会社,029-859-1106,soumu-jinji@konan.co.jp,専門店（家電・OA機器）,100～300人未満,26～30名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,9,9.0%,0.42x,0.73x,1.12x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[専門店（家電・OA機器）]0.73x｜規模[100-300名]1.12x｜新卒採用[21-30名]1.53x｜ミニマム/ミドル｜成約見込9.0%
はが野農業協同組合,0285-83-7701,h.soumu2@ja-hagano.or.jp,農業協同組合（JA金融機関含む）,500～1千人未満,11～15名,01：新規,コールド媒体一括,有効(中堅上),スタンダード提案,9,8.8%,0.42x,0.62x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[農業協同組合（JA金融機関含む）]0.62x｜規模[500-1000名]1.30x｜新卒採用[11-15名]1.52x｜スタンダード提案｜成約見込8.8%
ユニプレス株式会社,045-470-8265,jinjisaiyou-g@unipres.com,自動車・自動車部品,1千～2千人未満,16～20名,01：新規,コールド媒体一括,有効(上限),スタンダード提案,9,8.6%,0.42x,0.61x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[自動車・自動車部品]0.61x｜規模[1000-2000名]1.30x｜新卒採用[16-20名]1.52x｜スタンダード提案｜成約見込8.6%
羽田旅客サービス株式会社,03-5757-8500,hnd-saiyou@hps-co.jp,空港サービス,300～500人未満,51～100名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,9,9.2%,0.42x,0.69x,1.41x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[空港サービス]0.69x｜規模[300-500名]1.41x｜新卒採用[51-100名]1.32x｜ミニマム/ミドル｜成約見込9.2%
株式会社キンダーキッズ,03-5447-0013,recruit@kinderkids.ed.jp,幼稚園・保育園,100～300人未満,16～20名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,9,8.9%,0.42x,0.73x,1.12x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[幼稚園・保育園]0.73x｜規模[100-300名]1.12x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込8.9%
経済産業省 近畿経済産業局,06-6966-6060,kin-jinji@meti.go.jp,官公庁・警察,2千～5千人未満,11～15名,01：新規,コールド媒体一括,要注意(大),競合ATS確認,9,9.2%,0.42x,0.73x,1.15x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[官公庁・警察]0.73x｜規模[2000-5000名]1.15x｜新卒採用[11-15名]1.52x｜競合ATS確認｜成約見込9.2%
鹿児島トヨペット株式会社,099-226-0213,,商社（自動車関連・輸送用機器）,300～500人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,9,9.3%,0.42x,0.60x,1.41x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[商社（自動車関連・輸送用機器）]0.60x｜規模[300-500名]1.41x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込9.3%
北ツクバ農業協同組合,0296-25-6600,jinji@ja-kitatsukuba.or.jp,農業協同組合（JA金融機関含む）,500～1千人未満,26～30名,04：ジャッジ,コールド媒体一括,有効(中堅上),スタンダード提案,9,8.8%,0.42x,0.62x,1.30x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[農業協同組合（JA金融機関含む）]0.62x｜規模[500-1000名]1.30x｜新卒採用[21-30名]1.53x｜スタンダード提案｜成約見込8.8%
福岡ダイハツ販売株式会社,092-411-1337,jinzai@fkok.daihatsu-dlr.co.jp,商社（自動車関連・輸送用機器）,300～500人未満,11～15名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,9,9.1%,0.42x,0.60x,1.41x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（自動車関連・輸送用機器）]0.60x｜規模[300-500名]1.41x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込9.1%
オリックスグループ,06-6578-1604,,金融総合グループ,2千～5千人未満,201～300名,89：リサイクル,コールド媒体一括,要注意(大),競合ATS確認,9,9.1%,0.42x,1.00x,1.15x,1.10x,3,経路[コールド媒体一括]0.42x｜業種[金融総合グループ]1.00x｜規模[2000-5000名]1.15x｜新卒採用[101名+]1.10x｜競合ATS確認｜成約見込9.1%
トヨタ自動車九州株式会社,0949-32-5151,recruit@toyota-kyushu.co.jp,自動車生産,5千～1万人未満,31～35名,02：担当者未接触,コールド媒体一括,要注意(大),競合ATS確認,9,8.9%,0.42x,1.00x,0.89x,1.41x,3,経路[コールド媒体一括]0.42x｜業種[自動車生産]1.00x｜規模[5000-1万名]0.89x｜新卒採用[31-50名]1.41x｜競合ATS確認｜成約見込8.9%
株式会社十六銀行,058-265-2111,,金融総合グループ,2千～5千人未満,101～200名,89：リサイクル,コールド媒体一括,要注意(大),競合ATS確認,9,9.1%,0.42x,1.00x,1.15x,1.10x,3,経路[コールド媒体一括]0.42x｜業種[金融総合グループ]1.00x｜規模[2000-5000名]1.15x｜新卒採用[101名+]1.10x｜競合ATS確認｜成約見込9.1%
双日株式会社,03-6871-3820,saiyou@sojitz.com,総合商社,2千～5千人未満,101～200名,04：ジャッジ,コールド媒体一括,要注意(大),競合ATS確認,9,9.1%,0.42x,1.00x,1.15x,1.10x,3,経路[コールド媒体一括]0.42x｜業種[総合商社]1.00x｜規模[2000-5000名]1.15x｜新卒採用[101名+]1.10x｜競合ATS確認｜成約見込9.1%
NTTエレクトロニクス株式会社,045-414-9700,s-saiyou@ntt-el.com,半導体・電子・電気機器,500～1千人未満,21～25名,01：新規,コールド媒体一括,有効(中堅上),スタンダード提案,8,8.0%,0.42x,0.56x,1.30x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[半導体・電子・電気機器]0.56x｜規模[500-1000名]1.30x｜新卒採用[21-30名]1.53x｜スタンダード提案｜成約見込8.0%
ラピステクノロジー株式会社,045-476-9253,saiyou@lapis-tech.com,半導体・電子・電気機器,500～1千人未満,16～20名,01：新規,コールド媒体一括,有効(中堅上),スタンダード提案,8,7.9%,0.42x,0.56x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[半導体・電子・電気機器]0.56x｜規模[500-1000名]1.30x｜新卒採用[16-20名]1.52x｜スタンダード提案｜成約見込7.9%
アイシン軽金属株式会社,0766-82-8800,recruit@aisin-ak.co.jp,自動車・自動車部品,2千～5千人未満,11～15名,01：新規,コールド媒体一括,要注意(大),競合ATS確認,8,7.7%,0.42x,0.61x,1.15x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[自動車・自動車部品]0.61x｜規模[2000-5000名]1.15x｜新卒採用[11-15名]1.52x｜競合ATS確認｜成約見込7.7%
コンフェックス株式会社,03-3378-7711,jinji_saiyo@confex.jp,商社（食品・農林・水産）,300～500人未満,16～20名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,8,7.9%,0.42x,0.52x,1.41x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（食品・農林・水産）]0.52x｜規模[300-500名]1.41x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込7.9%
ジェイアールバス東北株式会社,022-353-9841→②,,陸運（貨物・バス・タクシー）,500～1千人未満,6～10名,89：リサイクル,コールド媒体一括,有効(中堅上),スタンダード提案,8,7.7%,0.42x,0.53x,1.30x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[陸運（貨物・バス・タクシー）]0.53x｜規模[500-1000名]1.30x｜新卒採用[6-10名]1.55x｜スタンダード提案｜成約見込7.7%
トヨタカローラ広島株式会社,082-275-2168,t-kaneishi@t-corolla.co.jp,商社（自動車関連・輸送用機器）,500～1千人未満,21～25名,89：リサイクル,コールド媒体一括,有効(中堅上),スタンダード提案,8,8.5%,0.42x,0.60x,1.30x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[商社（自動車関連・輸送用機器）]0.60x｜規模[500-1000名]1.30x｜新卒採用[21-30名]1.53x｜スタンダード提案｜成約見込8.5%
ネッツトヨタ千葉株式会社,043-302-3249,,商社（自動車関連・輸送用機器）,1千～2千人未満,16～20名,01：新規,コールド媒体一括,有効(上限),スタンダード提案,8,8.4%,0.42x,0.60x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（自動車関連・輸送用機器）]0.60x｜規模[1000-2000名]1.30x｜新卒採用[16-20名]1.52x｜スタンダード提案｜成約見込8.4%
みやぎ生活協同組合,022-374-1281,sn.mcoop-jinji@todock.coop,生活協同組合,5千～1万人未満,51～100名,03：コネクト情報獲得,コールド媒体一括,要注意(大),競合ATS確認,8,7.6%,0.42x,0.90x,0.89x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[生活協同組合]0.90x｜規模[5000-1万名]0.89x｜新卒採用[51-100名]1.32x｜競合ATS確認｜成約見込7.6%
株式会社ANAケータリングサービス,03-5757-5950,saiyo@anac.co.jp,空港サービス,500～1千人未満,51～100名,89：リサイクル,コールド媒体一括,有効(中堅上),スタンダード提案,8,8.5%,0.42x,0.69x,1.30x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[空港サービス]0.69x｜規模[500-1000名]1.30x｜新卒採用[51-100名]1.32x｜スタンダード提案｜成約見込8.5%
株式会社エムアイカード,03-5273-6541,,クレジット・信販,1千～2千人未満,11～15名,01：新規,コールド媒体一括,有効(上限),スタンダード提案,8,8.1%,0.42x,0.57x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[クレジット・信販]0.57x｜規模[1000-2000名]1.30x｜新卒採用[11-15名]1.52x｜スタンダード提案｜成約見込8.1%
株式会社ダイトーコーポレーション,03-3452-6272,jinji.saiyo@daitocorp.co.jp,物流・倉庫,300～500人未満,16～20名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,8,7.5%,0.42x,0.49x,1.41x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[物流・倉庫]0.49x｜規模[300-500名]1.41x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込7.5%
株式会社バルコム,082-870-2150,balcom.recrut@balcomnet.co.jp,商社（自動車関連・輸送用機器）,500～1千人未満,11～15名,89：リサイクル,コールド媒体一括,有効(中堅上),スタンダード提案,8,8.4%,0.42x,0.60x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[商社（自動車関連・輸送用機器）]0.60x｜規模[500-1000名]1.30x｜新卒採用[11-15名]1.52x｜スタンダード提案｜成約見込8.4%
株式会社セルリアンタワー東急ホテル,03-3476-3359,cerulean.recruit@tokyuhotels.co.jp,ホテル・旅館,300～500人未満,21～25名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,8,8.0%,0.42x,0.52x,1.41x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[ホテル・旅館]0.52x｜規模[300-500名]1.41x｜新卒採用[21-30名]1.53x｜ミニマム/ミドル｜成約見込8.0%
株式会社やさしい手,03-5433-5519,saiyou_mb@yasashiite.com,福祉サービス,1千～2千人未満,16～20名,01：新規,コールド媒体一括,有効(上限),スタンダード提案,8,7.9%,0.42x,0.55x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[福祉サービス]0.55x｜規模[1000-2000名]1.30x｜新卒採用[16-20名]1.52x｜スタンダード提案｜成約見込7.9%
株式会社ラムラ,03-3661-3668,,外食・レストラン,500～1千人未満,16～20名,01：新規,コールド媒体一括,有効(中堅上),スタンダード提案,8,8.1%,0.42x,0.57x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[外食・レストラン]0.57x｜規模[500-1000名]1.30x｜新卒採用[16-20名]1.52x｜スタンダード提案｜成約見込8.1%
株式会社魚力,042-525-5600,jinji_saiyou@uoriki.co.jp,専門店（食品・日用品）,300～500人未満,21～25名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,8,8.2%,0.42x,0.53x,1.41x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[専門店（食品・日用品）]0.53x｜規模[300-500名]1.41x｜新卒採用[21-30名]1.53x｜ミニマム/ミドル｜成約見込8.2%
株式会社理究キッズ,045-461-4149,jinji@riq.co.jp,教育,300～500人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,8,7.7%,0.42x,0.49x,1.41x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[教育]0.49x｜規模[300-500名]1.41x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込7.7%
株式会社御座候,079-282-2311,adopt@gozasoro.co.jp,専門店（食品・日用品）,300～500人未満,6～10名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,8,8.3%,0.42x,0.53x,1.41x,1.55x,4,経路[コールド媒体一括]0.42x｜業種[専門店（食品・日用品）]0.53x｜規模[300-500名]1.41x｜新卒採用[6-10名]1.55x｜ミニマム/ミドル｜成約見込8.3%
株式会社長谷工リフォーム,03-3457-1704,,住宅（リフォーム）,300～500人未満,16～20名,02：担当者未接触,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,8,8.0%,0.42x,0.52x,1.41x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[住宅（リフォーム）]0.52x｜規模[300-500名]1.41x｜新卒採用[16-20名]1.52x｜ミニマム/ミドル｜成約見込8.0%
市原市役所,0436-22-1111,jinji@city.ichihara.lg.jp,官公庁・警察,2千～5千人未満,51～100名,03：コネクト情報獲得,コールド媒体一括,要注意(大),競合ATS確認,8,8.0%,0.42x,0.73x,1.15x,1.32x,4,経路[コールド媒体一括]0.42x｜業種[官公庁・警察]0.73x｜規模[2000-5000名]1.15x｜新卒採用[51-100名]1.32x｜競合ATS確認｜成約見込8.0%
社会福祉法人やすらぎ福祉会,078-593-7171,,福祉サービス,300～500人未満,11～15名,89：リサイクル,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,8,8.5%,0.42x,0.55x,1.41x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[福祉サービス]0.55x｜規模[300-500名]1.41x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込8.5%
社会福祉法人なごや福祉施設協会,052-842-5531,nagoyaka-s@nagoyaka.or.jp,福祉サービス,500～1千人未満,11～15名,89：リサイクル,コールド媒体一括,有効(中堅上),スタンダード提案,8,7.8%,0.42x,0.55x,1.30x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[福祉サービス]0.55x｜規模[500-1000名]1.30x｜新卒採用[11-15名]1.52x｜スタンダード提案｜成約見込7.8%
社会福祉法人札幌報恩会,011-891-2020,saiyou@hoon.or.jp,福祉サービス,300～500人未満,11～15名,01：新規,コールド媒体一括,主戦場(スイート),ミニマム/ミドル,8,8.5%,0.42x,0.55x,1.41x,1.52x,4,経路[コールド媒体一括]0.42x｜業種[福祉サービス]0.55x｜規模[300-500名]1.41x｜新卒採用[11-15名]1.52x｜ミニマム/ミドル｜成約見込8.5%
神戸トヨペット株式会社,078-576-2572,recruit@kobetoyopet.co.jp,商社（自動車関連・輸送用機器）,1千～2千人未満,21～25名,89：リサイクル,コールド媒体一括,有効(上限),スタンダード提案,8,8.5%,0.42x,0.60x,1.30x,1.53x,4,経路[コールド媒体一括]0.42x｜業種[商社（自動車関連・輸送用機器）]0.60x｜規模[1000-2000名]1.30x｜新卒採用[21-30名]1.53x｜スタンダード提案｜成約見込8.5%
